note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
6,1.0,1.0,1.0,10,6,1.0,1.0,1.0,10,5,0.5,1.0,3.0,10,5,0.5,1.0,3.0,10,1_major,5_major,6_minor,5_major
6,1.0,1.0,1.0,10,5,0.5,1.0,3.0,10,5,0.5,1.0,3.0,10,2,1.0,1.0,1.0,11,5_major,6_minor,5_major,1_major
6,1.0,1.0,1.0,2,6,0.25,1.0,2.0,2,5,0.5,1.0,3.0,2,5,0.25,1.0,4.0,2,1_major,5_major,1_major,6_minor
6,0.25,1.0,2.0,2,5,0.5,1.0,3.0,2,5,0.25,1.0,4.0,2,6,1.0,1.0,1.0,3,5_major,1_major,6_minor,1_major
6,1.0,1.0,1.0,9,6,0.25,1.0,2.0,9,5,0.5,1.0,3.0,9,1,0.25,1.0,4.0,9,1_major,5_major,6_minor,3_minor
6,0.25,1.0,2.0,9,5,0.5,1.0,3.0,9,1,0.25,1.0,4.0,9,7,1.0,1.0,1.0,10,5_major,6_minor,3_minor,1_major
3,0.25,1.0,4.0,5,2,1.0,1.0,1.0,6,2,1.0,1.0,1.0,6,2,0.5,1.0,3.0,6,4_major,1_major,6_minor,3_minor
2,1.0,1.0,1.0,6,2,1.0,1.0,1.0,6,2,0.5,1.0,3.0,6,3,0.25,1.0,4.0,6,1_major,6_minor,3_minor,4_major
,0.25,1.0,4.0,5,2,1.0,1.0,1.0,6,2,1.0,1.0,1.0,6,1,0.5,1.0,3.0,6,5_major,1_minor,4_minor,2_diminished
2,1.0,1.0,1.0,6,2,1.0,1.0,1.0,6,1,0.5,1.0,3.0,6,1,0.25,1.0,4.0,6,1_minor,4_minor,2_diminished,5_major
2,0.5,1.0,3.0,3,3,0.25,2.0,4.0,3,1,1.0,1.0,1.0,4,7,0.5,1.0,3.0,4,7_diminished,1_major,4_major,7_diminished
3,0.25,2.0,4.0,3,1,1.0,1.0,1.0,4,7,0.5,1.0,3.0,4,5,0.25,2.0,4.0,4,1_major,4_major,7_diminished,1_major
1,0.25,2.0,4.0,0,1,0.25,1.0,2.0,1,5,0.5,0.5,3.0,1,6,0.125,0.5,3.5,1,1_major,6_minor,1_major,4_major
1,0.25,1.0,2.0,1,5,0.5,0.5,3.0,1,6,0.125,0.5,3.5,1,7,0.25,1.5,4.0,1,6_minor,1_major,4_major,1_major
1,0.5,1.0,3.0,21,2,0.25,1.0,4.0,21,2,1.0,2.0,1.0,22,,0.5,1.0,3.0,22,2_minor,5_major,6_minor,2_minor
2,0.25,1.0,4.0,21,2,1.0,2.0,1.0,22,,0.5,1.0,3.0,22,6,0.25,1.0,4.0,22,5_major,6_minor,2_minor,5_major
1,0.5,1.0,3.0,3,7,0.25,1.0,4.0,3,6,1.0,1.0,1.0,4,7,0.25,1.0,2.0,4,1_major,6_minor,1_major,5_major
7,0.25,1.0,4.0,3,6,1.0,1.0,1.0,4,7,0.25,1.0,2.0,4,5,0.5,1.0,3.0,4,6_minor,1_major,5_major,1_major
6,0.5,3.5,3.0,50,,0.125,0.5,2.5,51,6,0.5,3.5,3.0,51,4,0.125,0.5,2.5,52,1_major,2_minor,1_major,2_minor
,0.125,0.5,2.5,51,6,0.5,3.5,3.0,51,4,0.125,0.5,2.5,52,3,0.5,3.5,3.0,52,2_minor,1_major,2_minor,1_major
6,1.0,1.0,1.0,5,6,1.0,1.0,1.0,5,6,0.25,2.0,4.0,5,6,0.25,1.0,2.0,6,3_major,6_major,1_minor,3_major
6,1.0,1.0,1.0,5,6,0.25,2.0,4.0,5,6,0.25,1.0,2.0,6,7,0.5,1.0,3.0,6,6_major,1_minor,3_major,6_major
3,0.5,1.0,3.0,13,4,0.25,1.0,4.0,13,5,1.0,1.0,1.0,14,4,0.25,0.5,2.0,14,1_major,4_major,1_major,6_minor
4,0.25,1.0,4.0,13,5,1.0,1.0,1.0,14,4,0.25,0.5,2.0,14,3,0.125,0.5,2.5,14,4_major,1_major,6_minor,4_major
