note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
6,1.0,1.0,1.0,8,6,1.0,2.0,1.0,8,2,0.25,2.0,4.0,8,2,0.25,1.5,2.0,9,1_minor,6_major,1_minor,6_major
6,1.0,2.0,1.0,8,2,0.25,2.0,4.0,8,2,0.25,1.5,2.0,9,7,0.125,0.5,3.5,9,6_major,1_minor,6_major,4_minor
1,0.5,1.0,3.0,4,1,0.25,1.0,4.0,4,2,1.0,2.0,1.0,5,7,0.5,1.0,3.0,5,2_minor,3_minor,1_major,2_minor
1,0.25,1.0,4.0,4,2,1.0,2.0,1.0,5,7,0.5,1.0,3.0,5,6,0.25,1.0,4.0,5,3_minor,1_major,2_minor,3_minor
3,0.25,2.0,4.0,8,3,0.25,1.0,2.0,9,3,0.5,1.0,3.0,9,3,0.25,2.0,4.0,9,1_minor,4_minor,2_minor,1_minor
3,0.25,1.0,2.0,9,3,0.5,1.0,3.0,9,3,0.25,2.0,4.0,9,2,1.0,1.0,1.0,10,4_minor,2_minor,1_minor,4_minor
1,1.0,1.0,1.0,7,7,0.25,1.0,2.0,7,6,0.5,1.0,3.0,7,6,0.25,1.0,4.0,7,1_major,4_minor,7_major,3_major
7,0.25,1.0,2.0,7,6,0.5,1.0,3.0,7,6,0.25,1.0,4.0,7,5,1.0,1.0,1.0,8,4_minor,7_major,3_major,1_major
3,0.25,3.0,4.0,6,7,0.5,1.0,3.0,7,1,0.25,3.0,4.0,7,5,0.5,1.0,3.0,8,1_major,5_major,1_major,5_major
7,0.5,1.0,3.0,7,1,0.25,3.0,4.0,7,5,0.5,1.0,3.0,8,5,0.25,3.0,4.0,8,5_major,1_major,5_major,1_major
3,1.0,1.0,1.0,9,3,0.25,1.0,2.0,9,2,0.5,1.0,3.0,9,2,0.25,1.0,4.0,9,5_minor,1_minor,4_major,7_diminished
3,0.25,1.0,2.0,9,2,0.5,1.0,3.0,9,2,0.25,1.0,4.0,9,1,1.0,1.0,1.0,10,1_minor,4_major,7_diminished,5_minor
7,1.0,1.0,1.0,10,5,0.5,1.0,3.0,10,4,0.25,1.0,4.0,10,3,1.0,1.0,1.0,11,1_minor,2_minor,1_minor,5_major
5,0.5,1.0,3.0,10,4,0.25,1.0,4.0,10,3,1.0,1.0,1.0,11,6,0.25,1.0,2.0,11,2_minor,1_minor,5_major,1_minor
3,0.25,1.0,4.0,1,2,1.0,2.0,1.0,2,7,0.5,1.0,3.0,2,7,0.5,1.0,3.0,2,5_minor,5_major,1_minor,5_minor
2,1.0,2.0,1.0,2,7,0.5,1.0,3.0,2,7,0.5,1.0,3.0,2,1,1.0,2.0,1.0,3,5_major,1_minor,5_minor,5_major
3,1.0,2.0,1.0,6,2,0.5,1.0,2.0,6,1,1.0,5.0,1.0,7,5,0.5,1.0,3.0,8,1_major,4_major,1_major,4_major
2,0.5,1.0,2.0,6,1,1.0,5.0,1.0,7,5,0.5,1.0,3.0,8,5,1.0,2.0,1.0,9,4_major,1_major,4_major,1_major
