note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
4,1.0,1.0,1.0,15,3,0.25,1.0,2.0,15,2,0.5,1.0,3.0,15,5,0.25,1.0,4.0,15,3_major,6_major,3_major,6_major
3,0.25,1.0,2.0,15,2,0.5,1.0,3.0,15,5,0.25,1.0,4.0,15,3,1.0,1.0,1.0,16,6_major,3_major,6_major,3_major
5,0.5,2.0,3.0,1,2,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,4,0.5,0.5,3.0,2,5_major,6_minor,1_major,5_major
2,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,4,0.5,0.5,3.0,2,3,0.125,0.5,3.5,2,6_minor,1_major,5_major,1_major
3,0.5,1.0,3.0,4,3,0.5,1.0,3.0,4,6,1.0,1.0,1.0,5,3,0.25,1.0,2.0,5,6_major,2_diminished,1_minor,5_minor
3,0.5,1.0,3.0,4,6,1.0,1.0,1.0,5,3,0.25,1.0,2.0,5,6,0.5,1.0,3.0,5,2_diminished,1_minor,5_minor,6_major
5,0.25,2.0,4.0,4,2,0.25,1.0,2.0,5,3,0.5,1.0,3.0,5,4,0.25,0.5,4.0,5,1_major,4_major,7_diminished,1_major
2,0.25,1.0,2.0,5,3,0.5,1.0,3.0,5,4,0.25,0.5,4.0,5,3,0.125,0.5,4.5,5,4_major,7_diminished,1_major,2_minor
5,1.0,2.0,1.0,6,4,0.5,1.0,3.0,6,3,1.0,2.0,1.0,7,2,0.5,1.0,3.0,7,1_major,6_minor,1_major,6_minor
4,0.5,1.0,3.0,6,3,1.0,2.0,1.0,7,2,0.5,1.0,3.0,7,3,1.0,5.0,1.0,8,6_minor,1_major,6_minor,1_major
3,0.25,1.0,2.0,5,5,0.5,1.0,3.0,5,2,0.25,1.0,4.0,5,1,1.0,0.5,1.0,6,1_major,4_major,7_major,6_minor
5,0.5,1.0,3.0,5,2,0.25,1.0,4.0,5,1,1.0,0.5,1.0,6,7,0.125,0.5,1.5,6,4_major,7_major,6_minor,4_major
3,0.5,1.0,3.0,7,3,0.25,1.0,4.0,7,4,1.0,1.0,1.0,8,4,1.0,1.0,1.0,8,1_major,5_major,1_major,5_major
3,0.25,1.0,4.0,7,4,1.0,1.0,1.0,8,4,1.0,1.0,1.0,8,3,0.5,1.0,3.0,8,5_major,1_major,5_major,1_major
1,0.25,1.0,2.0,12,7,0.5,1.0,3.0,12,6,0.25,1.0,4.0,12,2,1.0,1.0,1.0,13,5_minor,6_major,3_major,1_minor
7,0.5,1.0,3.0,12,6,0.25,1.0,4.0,12,2,1.0,1.0,1.0,13,2,1.0,1.0,1.0,13,6_major,3_major,1_minor,5_minor
3,1.0,2.0,1.0,14,2,0.5,1.0,3.0,14,1,1.0,2.0,1.0,15,5,0.5,1.0,2.0,15,1_minor,4_major,1_minor,4_major
2,0.5,1.0,3.0,14,1,1.0,2.0,1.0,15,5,0.5,1.0,2.0,15,3,1.0,2.0,1.0,16,4_major,1_minor,4_major,1_minor
3,1.0,1.0,1.0,1,3,0.25,1.0,2.0,1,2,0.5,1.0,3.0,1,1,0.25,1.0,4.0,1,1_minor,5_minor,4_minor,6_major
