note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
1,1.0,1.0,1.0,3,1,1.0,1.0,1.0,3,3,0.25,2.0,4.0,3,3,0.25,1.0,2.0,4,1_major,6_minor,1_major,6_minor
1,1.0,1.0,1.0,3,3,0.25,2.0,4.0,3,3,0.25,1.0,2.0,4,2,0.5,1.0,3.0,4,6_minor,1_major,6_minor,5_major
2,1.0,2.0,1.0,6,1,0.5,1.0,3.0,6,3,0.25,3.0,4.0,6,7,0.5,1.0,3.0,7,1_minor,5_minor,1_minor,5_minor
1,0.5,1.0,3.0,6,3,0.25,3.0,4.0,6,7,0.5,1.0,3.0,7,7,0.5,1.0,3.0,7,5_minor,1_minor,5_minor,6_major
2,1.0,1.0,1.0,16,1,0.5,1.0,3.0,16,1,0.25,2.0,4.0,16,1,0.25,1.0,2.0,17,1_major,4_minor,1_minor,1_major
1,0.5,1.0,3.0,16,1,0.25,2.0,4.0,16,1,0.25,1.0,2.0,17,4,0.5,1.0,3.0,17,4_minor,1_minor,1_major,4_minor
3,0.25,0.5,4.0,3,2,0.125,0.5,4.5,3,1,1.0,1.0,1.0,4,2,0.25,1.0,2.0,4,7_diminished,2_minor,1_minor,5_major
2,0.125,0.5,4.5,3,1,1.0,1.0,1.0,4,2,0.25,1.0,2.0,4,3,0.5,1.0,3.0,4,2_minor,1_minor,5_major,1_minor
1,0.5,1.0,3.0,10,5,0.25,1.0,4.0,10,5,1.0,1.0,1.0,11,5,0.25,1.0,2.0,11,4_minor,3_minor,6_minor,6_major
5,0.25,1.0,4.0,10,5,1.0,1.0,1.0,11,5,0.25,1.0,2.0,11,6,0.5,1.0,3.0,11,3_minor,6_minor,6_major,4_minor
4,0.5,2.0,3.0,6,1,1.0,0.5,1.0,7,2,0.125,0.5,1.5,7,3,0.25,1.0,2.0,7,5_major,6_minor,4_major,1_major
1,1.0,0.5,1.0,7,2,0.125,0.5,1.5,7,3,0.25,1.0,2.0,7,2,0.5,2.0,3.0,7,6_minor,4_major,1_major,5_major
3,0.25,1.0,4.0,8,3,1.0,2.0,1.0,9,4,0.5,1.0,3.0,9,2,0.25,1.0,4.0,9,5_major,1_major,4_major,5_major
3,1.0,2.0,1.0,9,4,0.5,1.0,3.0,9,2,0.25,1.0,4.0,9,1,1.0,0.75,1.0,10,1_major,4_major,5_major,1_major
