note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
6,0.25,1.0,4.0,1,1,1.0,2.0,1.0,2,6,0.5,1.0,3.0,2,3,0.25,1.0,4.0,2,6_major,1_minor,5_major,6_major
1,1.0,2.0,1.0,2,6,0.5,1.0,3.0,2,3,0.25,1.0,4.0,2,2,1.0,2.0,1.0,3,1_minor,5_major,6_major,1_minor
4,1.0,1.0,1.0,17,4,0.5,1.0,2.0,17,3,0.5,1.0,3.0,17,2,1.0,1.0,1.0,18,1_major,6_minor,5_major,1_major
4,0.5,1.0,2.0,17,3,0.5,1.0,3.0,17,2,1.0,1.0,1.0,18,2,1.0,1.0,1.0,18,6_minor,5_major,1_major,6_minor
7,1.0,1.0,1.0,4,1,0.25,1.0,2.0,4,2,0.5,1.0,3.0,4,2,0.5,1.0,3.0,4,1_major,5_major,6_minor,5_major
1,0.25,1.0,2.0,4,2,0.5,1.0,3.0,4,2,0.5,1.0,3.0,4,1,1.0,1.0,1.0,5,5_major,6_minor,5_major,1_major
1,1.0,1.0,1.0,17,1,1.0,1.0,1.0,17,1,0.25,1.0,4.0,17,2,1.0,1.0,1.0,18,2_minor,5_major,6_minor,1_major
1,1.0,1.0,1.0,17,1,0.25,1.0,4.0,17,2,1.0,1.0,1.0,18,4,0.25,1.0,2.0,18,5_major,6_minor,1_major,2_minor
1,1.0,1.0,1.0,25,7,0.5,1.0,2.0,25,2,0.5,0.5,3.0,25,3,0.25,0.5,3.5,25,1_minor,4_minor,5_minor,7_major
7,0.5,1.0,2.0,25,2,0.5,0.5,3.0,25,3,0.25,0.5,3.5,25,4,1.0,1.0,1.0,26,4_minor,5_minor,7_major,1_minor
5,0.5,1.0,3.0,3,3,0.25,1.0,4.0,3,6,1.0,1.0,1.0,4,6,1.0,1.0,1.0,4,4_minor,6_major,1_minor,5_minor
3,0.25,1.0,4.0,3,6,1.0,1.0,1.0,4,6,1.0,1.0,1.0,4,,0.5,1.0,3.0,4,6_major,1_minor,5_minor,4_minor
6,1.0,1.0,1.0,12,7,0.25,1.0,2.0,12,1,0.5,1.0,3.0,12,3,0.25,1.0,4.0,12,1_major,5_major,6_minor,3_minor
7,0.25,1.0,2.0,12,1,0.5,1.0,3.0,12,3,0.25,1.0,4.0,12,2,1.0,1.0,1.0,13,5_major,6_minor,3_minor,1_major
5,1.0,1.0,1.0,15,4,0.25,1.0,2.0,15,2,0.5,1.0,3.0,15,2,0.25,1.0,4.0,15,5_major,1_major,7_diminished,1_major
4,0.25,1.0,2.0,15,2,0.5,1.0,3.0,15,2,0.25,1.0,4.0,15,1,1.0,1.0,1.0,16,1_major,7_diminished,1_major,5_major
2,1.0,2.0,1.0,9,1,0.5,1.0,3.0,9,1,0.5,1.0,3.0,9,5,1.0,2.0,1.0,10,1_major,4_major,7_diminished,1_major
1,0.5,1.0,3.0,9,1,0.5,1.0,3.0,9,5,1.0,2.0,1.0,10,6,0.5,1.0,3.0,10,4_major,7_diminished,1_major,4_major
6,0.5,1.0,3.0,2,6,0.5,1.0,3.0,2,1,1.0,2.0,1.0,3,6,0.5,1.0,3.0,3,4_major,2_minor,3_minor,4_major
6,0.5,1.0,3.0,2,1,1.0,2.0,1.0,3,6,0.5,1.0,3.0,3,6,0.5,1.0,3.0,3,2_minor,3_minor,4_major,2_minor
1,1.0,1.0,1.0,6,1,1.0,1.0,1.0,6,1,0.5,1.0,3.0,6,5,0.25,1.0,4.0,6,3_major,6_major,3_major,4_minor
1,1.0,1.0,1.0,6,1,0.5,1.0,3.0,6,5,0.25,1.0,4.0,6,6,1.0,1.0,1.0,7,6_major,3_major,4_minor,3_major
5,1.0,1.0,1.0,2,,0.25,1.0,2.0,2,6,0.5,1.0,3.0,2,7,0.25,1.0,4.0,2,1_minor,5_major,1_minor,7_major
,0.25,1.0,2.0,2,6,0.5,1.0,3.0,2,7,0.25,1.0,4.0,2,1,1.0,0.5,1.0,3,5_major,1_minor,7_major,1_minor
