note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
3,1.0,1.0,1.0,10,5,0.5,1.0,3.0,10,4,1.0,1.0,1.0,11,3,0.5,1.0,2.0,11,3_major,7_major,1_minor,3_major
5,0.5,1.0,3.0,10,4,1.0,1.0,1.0,11,3,0.5,1.0,2.0,11,2,0.5,1.0,3.0,11,7_major,1_minor,3_major,7_major
6,1.0,2.0,1.0,10,3,0.5,1.0,3.0,10,2,0.25,1.0,4.0,10,3,1.0,2.0,1.0,11,1_major,4_major,7_diminished,1_major
3,0.5,1.0,3.0,10,2,0.25,1.0,4.0,10,3,1.0,2.0,1.0,11,5,0.5,1.0,3.0,11,4_major,7_diminished,1_major,4_major
2,0.5,1.0,3.0,1,3,0.25,0.5,4.0,1,2,0.125,0.5,4.5,1,1,1.0,1.0,1.0,2,1_minor,7_diminished,2_minor,1_minor
3,0.25,0.5,4.0,1,2,0.125,0.5,4.5,1,1,1.0,1.0,1.0,2,7,0.25,1.0,2.0,2,7_diminished,2_minor,1_minor,5_major
3,1.0,1.0,1.0,6,3,0.25,1.0,2.0,6,2,0.5,1.0,3.0,6,2,0.5,1.0,3.0,6,1_major,4_major,3_minor,6_minor
3,0.25,1.0,2.0,6,2,0.5,1.0,3.0,6,2,0.5,1.0,3.0,6,4,1.0,1.0,1.0,7,4_major,3_minor,6_minor,1_major
2,0.25,0.5,4.0,11,1,0.125,0.5,4.5,11,7,1.0,1.5,1.0,12,7,0.125,0.5,2.5,12,1_minor,3_major,1_minor,4_major
1,0.125,0.5,4.5,11,7,1.0,1.5,1.0,12,7,0.125,0.5,2.5,12,6,0.5,1.0,3.0,12,3_major,1_minor,4_major,5_major
