note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
,0.5,2.0,3.0,10,3,1.0,1.0,1.0,11,3,0.5,1.0,3.0,11,3,0.25,2.0,4.0,11,1_minor,3_major,4_minor,1_minor
3,1.0,1.0,1.0,11,3,0.5,1.0,3.0,11,3,0.25,2.0,4.0,11,1,0.25,1.0,2.0,12,3_major,4_minor,1_minor,3_major
2,0.5,1.0,3.0,3,3,0.25,0.5,4.0,3,2,0.125,0.5,4.5,3,1,1.0,1.0,1.0,4,7_diminished,1_major,2_minor,1_major
3,0.25,0.5,4.0,3,2,0.125,0.5,4.5,3,1,1.0,1.0,1.0,4,1,1.0,1.0,1.0,4,1_major,2_minor,1_major,4_major
5,0.25,1.0,2.0,9,2,0.5,1.0,3.0,9,3,0.25,0.5,4.0,9,2,0.125,0.5,4.5,9,4_major,3_minor,1_major,2_minor
2,0.5,1.0,3.0,9,3,0.25,0.5,4.0,9,2,0.125,0.5,4.5,9,1,1.0,1.0,1.0,10,3_minor,1_major,2_minor,1_major
1,1.0,1.0,1.0,4,1,1.0,1.0,1.0,4,7,0.5,1.0,3.0,4,3,0.25,2.0,4.0,4,1_minor,2_diminished,5_major,1_minor
1,1.0,1.0,1.0,4,7,0.5,1.0,3.0,4,3,0.25,2.0,4.0,4,1,0.25,1.0,2.0,5,2_diminished,5_major,1_minor,2_diminished
7,0.5,1.0,3.0,8,7,0.25,1.0,4.0,8,1,1.0,2.0,1.0,9,2,0.5,1.0,3.0,9,5_major,6_major,1_minor,5_major
7,0.25,1.0,4.0,8,1,1.0,2.0,1.0,9,2,0.5,1.0,3.0,9,2,0.25,1.0,4.0,9,6_major,1_minor,5_major,6_major
7,0.5,1.0,3.0,17,7,1.0,1.0,1.0,18,7,1.0,1.0,1.0,18,7,1.0,1.0,1.0,18,3_major,5_major,1_minor,7_major
7,1.0,1.0,1.0,18,7,1.0,1.0,1.0,18,7,1.0,1.0,1.0,18,7,1.0,1.0,1.0,18,5_major,1_minor,7_major,3_major
1,0.25,1.0,4.0,16,1,1.0,1.0,1.0,17,7,0.25,1.0,2.0,17,1,0.5,1.0,3.0,17,3_major,1_minor,3_major,6_major
1,1.0,1.0,1.0,17,7,0.25,1.0,2.0,17,1,0.5,1.0,3.0,17,1,0.25,1.0,4.0,17,1_minor,3_major,6_major,3_major
1,0.25,1.0,4.0,4,2,1.0,1.0,1.0,5,2,0.25,1.0,2.0,5,6,0.5,2.0,3.0,5,5_minor,1_minor,2_minor,5_minor
2,1.0,1.0,1.0,5,2,0.25,1.0,2.0,5,6,0.5,2.0,3.0,5,1,1.0,1.0,1.0,6,1_minor,2_minor,5_minor,1_minor
