note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
5,1.0,6.0,1.0,10,1,0.25,1.0,4.0,14,5,1.0,6.0,1.0,15,1,0.25,1.0,4.0,19,1_major,5_major,1_major,5_major
1,0.25,1.0,4.0,14,5,1.0,6.0,1.0,15,1,0.25,1.0,4.0,19,5,1.0,6.0,1.0,20,5_major,1_major,5_major,1_major
3,0.25,1.0,4.0,7,5,1.0,1.0,1.0,8,6,0.25,1.0,2.0,8,7,0.5,1.0,3.0,8,6_minor,1_minor,2_diminished,5_major
5,1.0,1.0,1.0,8,6,0.25,1.0,2.0,8,7,0.5,1.0,3.0,8,6,0.25,2.0,4.0,8,1_minor,2_diminished,5_major,1_minor
2,1.0,2.0,1.0,10,1,0.5,2.0,3.0,10,3,1.0,2.0,1.0,11,5,0.5,2.0,3.0,11,1_minor,6_minor,1_minor,6_minor
1,0.5,2.0,3.0,10,3,1.0,2.0,1.0,11,5,0.5,2.0,3.0,11,6,1.0,2.0,1.0,12,6_minor,1_minor,6_minor,1_minor
3,0.5,1.0,3.0,24,1,0.25,1.0,4.0,24,1,1.0,1.0,1.0,25,7,0.25,1.0,2.0,25,6_minor,3_minor,1_major,5_major
1,0.25,1.0,4.0,24,1,1.0,1.0,1.0,25,7,0.25,1.0,2.0,25,1,0.5,1.0,3.0,25,3_minor,1_major,5_major,6_minor
6,0.25,1.0,4.0,1,7,1.0,2.0,1.0,2,1,0.5,1.0,3.0,2,1,0.5,1.0,3.0,2,2_minor,1_major,4_major,2_minor
7,1.0,2.0,1.0,2,1,0.5,1.0,3.0,2,1,0.5,1.0,3.0,2,2,1.0,2.0,1.0,3,1_major,4_major,2_minor,1_major
1,0.5,1.0,3.0,1,7,0.25,2.0,4.0,1,7,0.25,1.0,2.0,2,,0.5,1.0,3.0,2,5_major,1_minor,6_major,5_major
7,0.25,2.0,4.0,1,7,0.25,1.0,2.0,2,,0.5,1.0,3.0,2,,0.5,2.0,3.0,2,1_minor,6_major,5_major,1_minor
1,1.0,2.0,1.0,10,2,0.5,1.0,3.0,10,3,1.0,2.0,1.0,11,6,0.5,1.0,3.0,11,1_minor,7_diminished,1_minor,7_diminished
2,0.5,1.0,3.0,10,3,1.0,2.0,1.0,11,6,0.5,1.0,3.0,11,,1.0,2.0,1.0,12,7_diminished,1_minor,7_diminished,1_minor
1,1.0,0.5,1.0,18,2,0.125,0.5,1.5,18,3,0.25,2.0,2.0,18,,0.5,1.0,3.0,18,1_minor,2_minor,1_minor,6_major
2,0.125,0.5,1.5,18,3,0.25,2.0,2.0,18,,0.5,1.0,3.0,18,3,1.0,4.0,1.0,19,2_minor,1_minor,6_major,1_minor
6,0.5,1.0,3.0,1,5,0.25,1.0,4.0,1,1,1.0,1.0,1.0,2,2,0.25,1.0,2.0,2,3_minor,4_major,1_major,6_minor
