note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
5,0.25,1.0,2.0,2,,0.5,1.0,3.0,2,3,0.25,3.0,4.0,2,3,0.5,1.0,3.0,3,1_minor,4_major,1_minor,4_major
,0.5,1.0,3.0,2,3,0.25,3.0,4.0,2,3,0.5,1.0,3.0,3,3,0.25,3.0,4.0,3,4_major,1_minor,4_major,1_minor
3,0.5,1.0,3.0,1,5,0.25,2.0,4.0,1,4,1.0,1.0,1.0,2,3,0.5,1.0,3.0,2,7_diminished,1_major,4_major,7_diminished
5,0.25,2.0,4.0,1,4,1.0,1.0,1.0,2,3,0.5,1.0,3.0,2,3,0.25,0.5,4.0,2,1_major,4_major,7_diminished,1_major
1,1.0,1.0,1.0,3,2,0.25,1.0,2.0,3,3,0.5,1.0,3.0,3,4,0.25,1.0,4.0,3,1_major,5_major,1_major,5_major
2,0.25,1.0,2.0,3,3,0.5,1.0,3.0,3,4,0.25,1.0,4.0,3,3,1.0,1.0,1.0,4,5_major,1_major,5_major,1_major
2,0.5,3.0,3.0,8,4,0.25,1.0,2.0,9,3,0.5,3.0,3.0,9,3,1.0,1.0,1.0,10,1_minor,5_major,1_minor,5_major
4,0.25,1.0,2.0,9,3,0.5,3.0,3.0,9,3,1.0,1.0,1.0,10,2,0.5,3.0,3.0,10,5_major,1_minor,5_major,1_minor
7,0.5,1.0,3.0,9,5,0.25,1.0,4.0,9,6,1.0,1.0,1.0,10,6,1.0,1.0,1.0,10,6_minor,5_major,1_major,5_major
5,0.25,1.0,4.0,9,6,1.0,1.0,1.0,10,6,1.0,1.0,1.0,10,5,0.5,1.0,3.0,10,5_major,1_major,5_major,6_minor
