note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
4,1.0,2.0,1.0,31,3,0.5,1.0,3.0,31,2,1.0,2.0,1.0,32,3,0.5,1.0,2.0,32,1_major,5_major,1_major,5_major
3,0.5,1.0,3.0,31,2,1.0,2.0,1.0,32,3,0.5,1.0,2.0,32,2,1.0,2.0,1.0,33,5_major,1_major,5_major,1_major
4,1.0,2.0,1.0,14,2,0.5,1.0,3.0,14,2,0.5,1.0,3.0,14,1,1.0,2.0,1.0,15,1_major,4_major,7_diminished,1_major
2,0.5,1.0,3.0,14,2,0.5,1.0,3.0,14,1,1.0,2.0,1.0,15,1,1.0,1.0,1.0,15,4_major,7_diminished,1_major,4_major
5,0.5,1.0,3.0,6,1,0.25,1.0,4.0,6,1,1.0,1.0,1.0,7,7,0.25,1.0,2.0,7,6_major,3_major,1_minor,3_major
1,0.25,1.0,4.0,6,1,1.0,1.0,1.0,7,7,0.25,1.0,2.0,7,1,0.5,1.0,3.0,7,3_major,1_minor,3_major,6_major
4,0.25,3.0,4.0,10,4,0.5,1.0,3.0,11,3,0.25,3.0,4.0,11,3,0.5,1.0,3.0,12,1_minor,2_diminished,1_minor,2_diminished
4,0.5,1.0,3.0,11,3,0.25,3.0,4.0,11,3,0.5,1.0,3.0,12,3,0.5,0.5,3.0,12,2_diminished,1_minor,2_diminished,1_minor
3,0.5,1.0,3.0,5,3,0.25,1.0,4.0,5,2,1.0,1.0,1.0,6,2,1.0,1.0,1.0,6,1_major,4_major,1_major,5_major
3,0.25,1.0,4.0,5,2,1.0,1.0,1.0,6,2,1.0,1.0,1.0,6,2,1.0,1.0,1.0,6,4_major,1_major,5_major,1_major
1,0.25,2.0,4.0,6,6,0.25,1.0,2.0,7,1,0.5,1.0,3.0,7,7,0.25,2.0,4.0,7,1_minor,3_major,6_major,1_minor
6,0.25,1.0,2.0,7,1,0.5,1.0,3.0,7,7,0.25,2.0,4.0,7,6,0.25,1.0,2.0,8,3_major,6_major,1_minor,3_major
6,1.0,1.0,1.0,8,6,1.0,1.0,1.0,8,7,0.5,1.0,3.0,8,3,0.25,0.5,4.0,8,1_minor,3_major,6_major,1_minor
6,1.0,1.0,1.0,8,7,0.5,1.0,3.0,8,3,0.25,0.5,4.0,8,4,0.125,0.5,4.5,8,3_major,6_major,1_minor,6_major
2,0.5,1.0,3.0,5,2,0.5,3.0,3.0,5,7,0.5,1.0,3.0,6,7,0.5,6.0,3.0,6,6_major,3_major,6_major,3_major
2,0.5,3.0,3.0,5,7,0.5,1.0,3.0,6,7,0.5,6.0,3.0,6,3,0.5,1.0,3.0,8,3_major,6_major,3_major,6_major
5,0.5,1.0,3.0,13,2,0.25,1.0,4.0,13,3,1.0,1.0,1.0,14,,0.25,1.0,2.0,14,5_major,6_minor,1_major,2_minor
2,0.25,1.0,4.0,13,3,1.0,1.0,1.0,14,,0.25,1.0,2.0,14,5,0.5,1.0,3.0,14,6_minor,1_major,2_minor,5_major
5,1.0,1.0,1.0,8,3,0.25,1.0,2.0,8,4,0.5,1.0,3.0,8,5,0.25,1.0,4.0,8,1_major,4_minor,7_major,3_major
3,0.25,1.0,2.0,8,4,0.5,1.0,3.0,8,5,0.25,1.0,4.0,8,5,1.0,1.0,1.0,9,4_minor,7_major,3_major,1_major
2,1.0,1.0,1.0,6,2,0.25,1.0,4.0,6,3,1.0,1.0,1.0,7,5,0.25,1.0,2.0,7,1_major,4_major,1_major,5_major
2,0.25,1.0,4.0,6,3,1.0,1.0,1.0,7,5,0.25,1.0,2.0,7,5,0.5,1.0,3.0,7,4_major,1_major,5_major,1_major
3,0.25,3.0,4.0,2,1,0.5,1.0,3.0,3,1,0.5,3.0,3.0,3,2,0.5,1.0,3.0,4,1_major,5_major,1_major,5_major
1,0.5,1.0,3.0,3,1,0.5,3.0,3.0,3,2,0.5,1.0,3.0,4,2,0.25,3.0,4.0,4,5_major,1_major,5_major,1_major
4,0.25,2.0,4.0,0,2,0.25,1.0,2.0,1,1,0.5,1.0,3.0,1,1,0.25,1.0,4.0,1,4_major,1_major,5_major,1_major
