note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
4,1.0,1.0,1.0,24,2,0.25,1.0,2.0,24,3,0.5,1.0,3.0,24,1,0.25,1.0,4.0,24,1_major,5_major,6_minor,3_minor
2,0.25,1.0,2.0,24,3,0.5,1.0,3.0,24,1,0.25,1.0,4.0,24,1,1.0,1.0,1.0,25,5_major,6_minor,3_minor,1_major
7,0.5,1.0,3.0,10,7,0.25,1.0,4.0,10,6,1.0,2.0,1.0,11,5,0.5,1.0,3.0,11,4_major,2_minor,1_major,4_major
7,0.25,1.0,4.0,10,6,1.0,2.0,1.0,11,5,0.5,1.0,3.0,11,5,0.5,1.0,3.0,11,2_minor,1_major,4_major,2_minor
6,1.0,2.0,1.0,17,,0.5,1.0,3.0,17,2,1.0,2.0,1.0,18,7,0.5,1.0,3.0,18,1_minor,1_major,1_minor,1_major
,0.5,1.0,3.0,17,2,1.0,2.0,1.0,18,7,0.5,1.0,3.0,18,1,1.0,2.0,1.0,19,1_major,1_minor,1_major,1_minor
6,1.0,2.0,1.0,18,1,0.5,1.0,3.0,18,7,1.0,2.0,1.0,19,7,0.5,1.0,3.0,19,1_minor,5_major,1_minor,5_major
1,0.5,1.0,3.0,18,7,1.0,2.0,1.0,19,7,0.5,1.0,3.0,19,6,1.0,2.0,1.0,20,5_major,1_minor,5_major,1_minor
5,0.5,1.0,3.0,6,1,0.25,1.0,4.0,6,7,1.0,1.0,1.0,7,6,0.25,1.0,2.0,7,6_minor,5_major,1_major,5_major
1,0.25,1.0,4.0,6,7,1.0,1.0,1.0,7,6,0.25,1.0,2.0,7,5,0.5,1.0,3.0,7,5_major,1_major,5_major,6_minor
2,1.0,1.0,1.0,13,7,0.5,1.0,3.0,13,1,0.25,1.0,4.0,13,7,1.0,1.0,1.0,14,5_minor,6_major,3_major,1_minor
7,0.5,1.0,3.0,13,1,0.25,1.0,4.0,13,7,1.0,1.0,1.0,14,7,1.0,1.0,1.0,14,6_major,3_major,1_minor,5_minor
3,0.5,3.0,3.0,8,1,0.5,1.0,3.0,9,2,0.25,3.0,4.0,9,2,0.5,1.0,3.0,10,1_minor,4_major,1_minor,4_major
1,0.5,1.0,3.0,9,2,0.25,3.0,4.0,9,2,0.5,1.0,3.0,10,1,0.25,0.5,4.0,10,4_major,1_minor,4_major,1_minor
1,0.25,3.0,4.0,8,2,0.5,1.0,3.0,9,3,0.25,3.0,4.0,9,7,0.5,1.0,3.0,10,1_minor,5_major,1_minor,5_major
2,0.5,1.0,3.0,9,3,0.25,3.0,4.0,9,7,0.5,1.0,3.0,10,7,0.5,3.0,3.0,10,5_major,1_minor,5_major,1_minor
6,0.25,2.0,2.0,5,,0.25,2.0,4.0,5,5,1.0,2.0,1.0,6,5,0.25,2.0,4.0,6,6_minor,1_major,6_minor,1_major
,0.25,2.0,4.0,5,5,1.0,2.0,1.0,6,5,0.25,2.0,4.0,6,7,0.25,2.0,2.0,7,1_major,6_minor,1_major,6_minor
5,0.25,2.0,4.0,1,5,0.25,2.0,2.0,2,2,0.25,2.0,4.0,2,5,0.25,2.0,2.0,3,1_major,5_major,1_major,5_major
5,0.25,2.0,2.0,2,2,0.25,2.0,4.0,2,5,0.25,2.0,2.0,3,,0.25,2.0,4.0,3,5_major,1_major,5_major,1_major
4,0.5,1.0,3.0,2,4,0.25,1.0,4.0,2,3,1.0,2.0,1.0,3,2,0.5,1.0,3.0,3,5_major,1_minor,3_major,5_major
4,0.25,1.0,4.0,2,3,1.0,2.0,1.0,3,2,0.5,1.0,3.0,3,2,0.25,1.0,4.0,3,1_minor,3_major,5_major,1_minor
3,0.25,1.0,2.0,10,2,0.5,1.0,3.0,10,2,0.5,2.0,3.0,10,1,0.25,1.0,2.0,11,1_major,4_minor,1_minor,1_major
2,0.5,1.0,3.0,10,2,0.5,2.0,3.0,10,1,0.25,1.0,2.0,11,2,0.5,1.0,3.0,11,4_minor,1_minor,1_major,4_minor
3,0.5,1.0,3.0,9,3,0.5,1.0,3.0,9,3,1.0,1.0,1.0,10,2,0.25,0.5,2.0,10,7_major,4_minor,5_minor,6_major
3,0.5,1.0,3.0,9,3,1.0,1.0,1.0,10,2,0.25,0.5,2.0,10,2,0.125,0.5,2.5,10,4_minor,5_minor,6_major,4_minor
6,0.5,1.0,3.0,7,2,0.25,1.0,4.0,7,2,1.0,2.0,1.0,8,7,0.5,1.0,3.0,8,6_major,7_major,1_minor,6_major
2,0.25,1.0,4.0,7,2,1.0,2.0,1.0,8,7,0.5,1.0,3.0,8,6,0.25,1.0,4.0,8,7_major,1_minor,6_major,7_major
