note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
3,1.0,1.0,1.0,4,2,0.25,1.0,2.0,4,1,0.5,1.0,3.0,4,1,0.5,1.0,3.0,4,1_major,5_major,1_major,5_major
2,0.25,1.0,2.0,4,1,0.5,1.0,3.0,4,1,0.5,1.0,3.0,4,3,1.0,1.0,1.0,5,5_major,1_major,5_major,1_major
7,1.0,1.0,1.0,13,6,0.25,0.5,2.0,13,7,0.125,0.5,2.5,13,1,0.5,1.0,3.0,13,1_minor,3_major,5_minor,6_major
6,0.25,0.5,2.0,13,7,0.125,0.5,2.5,13,1,0.5,1.0,3.0,13,2,0.25,0.5,4.0,13,3_major,5_minor,6_major,3_major
5,1.0,2.0,1.0,5,4,0.5,1.0,3.0,5,3,1.0,2.0,1.0,6,2,0.5,1.0,2.0,6,1_major,4_major,1_major,4_major
4,0.5,1.0,3.0,5,3,1.0,2.0,1.0,6,2,0.5,1.0,2.0,6,1,1.0,5.0,1.0,7,4_major,1_major,4_major,1_major
6,1.0,1.0,1.0,1,6,0.25,1.0,2.0,1,5,0.5,1.0,3.0,1,1,0.25,2.0,4.0,1,1_minor,2_diminished,5_minor,1_minor
6,0.25,1.0,2.0,1,5,0.5,1.0,3.0,1,1,0.25,2.0,4.0,1,7,0.25,1.0,2.0,2,2_diminished,5_minor,1_minor,2_diminished
3,0.25,0.5,4.0,8,4,0.125,0.5,4.5,8,5,1.0,1.0,1.0,9,5,0.25,1.0,2.0,9,1_major,5_major,1_major,4_major
4,0.125,0.5,4.5,8,5,1.0,1.0,1.0,9,5,0.25,1.0,2.0,9,2,0.5,1.0,3.0,9,5_major,1_major,4_major,2_minor
4,1.0,1.0,1.0,8,3,0.5,1.0,3.0,8,3,0.25,2.0,4.0,8,5,0.25,1.0,2.0,9,4_major,7_diminished,1_major,4_major
3,0.5,1.0,3.0,8,3,0.25,2.0,4.0,8,5,0.25,1.0,2.0,9,2,0.5,1.0,3.0,9,7_diminished,1_major,4_major,7_diminished
2,0.5,1.0,3.0,5,1,0.25,1.0,4.0,5,7,1.0,2.0,1.0,6,6,0.5,1.0,3.0,6,3_major,4_minor,1_minor,3_major
