note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
5,0.5,1.0,3.0,11,3,0.25,1.0,4.0,11,2,1.0,1.0,1.0,12,2,0.25,1.0,2.0,12,3_minor,6_minor,1_major,4_major
3,0.25,1.0,4.0,11,2,1.0,1.0,1.0,12,2,0.25,1.0,2.0,12,1,0.5,1.0,3.0,12,6_minor,1_major,4_major,3_minor
,0.5,1.0,3.0,2,,0.5,1.0,3.0,2,,1.0,1.0,1.0,3,,0.25,1.0,2.0,3,4_major,7_diminished,5_minor,1_minor
,0.5,1.0,3.0,2,,1.0,1.0,1.0,3,,0.25,1.0,2.0,3,6,0.5,1.0,3.0,3,7_diminished,5_minor,1_minor,4_major
5,1.0,1.0,1.0,7,,0.5,2.0,2.0,7,3,1.0,1.0,1.0,8,3,1.0,2.0,1.0,8,1_major,4_major,1_major,4_major
,0.5,2.0,2.0,7,3,1.0,1.0,1.0,8,3,1.0,2.0,1.0,8,5,1.0,1.0,1.0,9,4_major,1_major,4_major,1_major
1,0.5,1.0,3.0,6,3,0.25,1.0,4.0,6,5,1.0,2.0,1.0,7,3,0.5,1.0,3.0,7,4_major,7_diminished,1_major,4_major
3,0.25,1.0,4.0,6,5,1.0,2.0,1.0,7,3,0.5,1.0,3.0,7,5,0.25,1.0,4.0,7,7_diminished,1_major,4_major,7_diminished
4,1.0,2.0,1.0,7,2,0.5,2.0,3.0,7,1,1.0,2.0,1.0,8,1,0.5,2.0,3.0,8,1_minor,6_minor,1_minor,6_minor
2,0.5,2.0,3.0,7,1,1.0,2.0,1.0,8,1,0.5,2.0,3.0,8,3,1.0,2.0,1.0,9,6_minor,1_minor,6_minor,1_minor
