note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
3,0.25,2.0,4.0,2,3,0.25,1.0,2.0,3,2,0.5,1.0,3.0,3,3,0.25,2.0,4.0,3,1_major,6_minor,5_major,1_major
3,0.25,1.0,2.0,3,2,0.5,1.0,3.0,3,3,0.25,2.0,4.0,3,2,1.0,1.0,1.0,4,6_minor,5_major,1_major,6_minor
1,0.25,1.0,4.0,7,6,1.0,1.0,1.0,8,,0.25,1.0,2.0,8,6,0.5,1.0,3.0,8,1_minor,5_major,1_minor,7_diminished
6,1.0,1.0,1.0,8,,0.25,1.0,2.0,8,6,0.5,1.0,3.0,8,6,0.25,1.0,4.0,8,5_major,1_minor,7_diminished,1_minor
3,1.0,2.0,1.0,1,2,0.5,1.0,3.0,1,1,0.25,3.0,4.0,1,6,0.5,1.0,3.0,2,1_minor,2_diminished,1_minor,2_diminished
2,0.5,1.0,3.0,1,1,0.25,3.0,4.0,1,6,0.5,1.0,3.0,2,6,0.5,3.0,3.0,2,2_diminished,1_minor,2_diminished,1_minor
7,0.5,1.0,3.0,1,1,0.25,1.0,4.0,1,2,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,6_minor,5_major,1_major,5_major
1,0.25,1.0,4.0,1,2,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,1,0.5,1.0,3.0,2,5_major,1_major,5_major,6_minor
2,0.25,2.0,4.0,3,7,1.0,1.0,1.0,4,6,0.5,1.0,3.0,4,2,0.25,2.0,4.0,4,1_minor,3_major,6_major,1_minor
7,1.0,1.0,1.0,4,6,0.5,1.0,3.0,4,2,0.25,2.0,4.0,4,3,0.25,1.0,2.0,5,3_major,6_major,1_minor,3_major
3,1.0,5.0,1.0,7,6,0.5,1.0,3.0,8,,1.0,2.0,1.0,9,,0.5,1.0,3.0,9,1_minor,1_major,1_minor,1_major
6,0.5,1.0,3.0,8,,1.0,2.0,1.0,9,,0.5,1.0,3.0,9,6,1.0,2.0,1.0,10,1_major,1_minor,1_major,1_minor
7,0.5,1.0,3.0,10,7,0.5,1.0,3.0,10,6,1.0,2.0,1.0,11,6,1.0,1.0,1.0,11,5_minor,6_major,1_minor,5_minor
7,0.5,1.0,3.0,10,6,1.0,2.0,1.0,11,6,1.0,1.0,1.0,11,6,1.0,1.0,1.0,11,6_major,1_minor,5_minor,6_major
1,0.25,2.0,4.0,0,5,0.25,1.0,2.0,1,5,0.5,2.0,3.0,1,2,1.0,1.0,1.0,2,6_minor,1_major,5_major,6_minor
5,0.25,1.0,2.0,1,5,0.5,2.0,3.0,1,2,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,1_major,5_major,6_minor,1_major
6,0.25,1.0,4.0,14,7,1.0,2.0,1.0,15,1,0.5,1.0,3.0,15,1,0.5,1.0,3.0,15,2_minor,1_major,4_major,2_minor
7,1.0,2.0,1.0,15,1,0.5,1.0,3.0,15,1,0.5,1.0,3.0,15,5,1.0,0.5,1.0,16,1_major,4_major,2_minor,1_major
7,0.5,1.0,3.0,2,6,0.25,1.0,4.0,2,1,1.0,2.0,1.0,3,3,0.5,1.0,3.0,3,4_major,7_diminished,1_major,4_major
6,0.25,1.0,4.0,2,1,1.0,2.0,1.0,3,3,0.5,1.0,3.0,3,4,0.25,1.0,4.0,3,7_diminished,1_major,4_major,7_diminished
