note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
2,0.25,1.0,4.0,3,7,1.0,1.0,1.0,4,7,1.0,1.0,1.0,4,5,0.25,1.0,4.0,4,3_major,5_major,1_minor,3_major
7,1.0,1.0,1.0,4,7,1.0,1.0,1.0,4,5,0.25,1.0,4.0,4,5,1.0,1.0,1.0,5,5_major,1_minor,3_major,5_major
2,0.5,1.0,3.0,27,2,0.5,1.0,3.0,27,1,1.0,1.0,1.0,28,1,1.0,1.0,1.0,28,5_major,6_minor,1_major,2_minor
2,0.5,1.0,3.0,27,1,1.0,1.0,1.0,28,1,1.0,1.0,1.0,28,1,1.0,1.0,1.0,28,6_minor,1_major,2_minor,5_major
1,0.5,1.0,3.0,3,7,0.25,1.0,4.0,3,7,1.0,1.0,1.0,4,6,0.25,1.0,2.0,4,1_major,4_major,1_major,6_minor
7,0.25,1.0,4.0,3,7,1.0,1.0,1.0,4,6,0.25,1.0,2.0,4,5,0.5,3.0,3.0,4,4_major,1_major,6_minor,1_major
2,1.0,1.0,1.0,3,2,0.25,1.0,2.0,3,1,0.5,1.0,3.0,3,5,0.25,1.0,4.0,3,5_major,1_major,2_minor,1_major
2,0.25,1.0,2.0,3,1,0.5,1.0,3.0,3,5,0.25,1.0,4.0,3,5,1.0,1.0,1.0,4,1_major,2_minor,1_major,5_major
1,0.25,1.0,2.0,2,7,0.25,1.0,4.0,2,1,1.0,1.0,1.0,3,1,1.0,2.0,1.0,3,6_major,3_major,1_minor,3_major
7,0.25,1.0,4.0,2,1,1.0,1.0,1.0,3,1,1.0,2.0,1.0,3,2,1.0,1.0,1.0,4,3_major,1_minor,3_major,1_minor
6,0.5,1.0,3.0,10,5,0.25,1.0,4.0,10,7,1.0,1.0,1.0,11,7,0.25,1.0,2.0,11,1_minor,5_major,1_minor,5_major
5,0.25,1.0,4.0,10,7,1.0,1.0,1.0,11,7,0.25,1.0,2.0,11,6,0.5,1.0,3.0,11,5_major,1_minor,5_major,1_minor
2,1.0,1.0,1.0,3,2,0.25,1.0,2.0,3,5,0.5,1.0,3.0,3,4,0.25,1.0,4.0,3,5_major,1_major,7_diminished,1_major
2,0.25,1.0,2.0,3,5,0.5,1.0,3.0,3,4,0.25,1.0,4.0,3,3,1.0,1.0,1.0,4,1_major,7_diminished,1_major,5_major
5,1.0,5.0,1.0,12,2,0.5,1.0,3.0,13,3,1.0,2.0,1.0,14,2,0.5,1.0,3.0,14,1_minor,4_major,1_minor,4_major
2,0.5,1.0,3.0,13,3,1.0,2.0,1.0,14,2,0.5,1.0,3.0,14,1,1.0,2.0,1.0,15,4_major,1_minor,4_major,1_minor
6,0.5,1.0,3.0,10,,0.25,1.0,4.0,10,6,1.0,2.0,1.0,11,6,0.5,1.0,3.0,11,6_major,7_major,1_minor,6_major
,0.25,1.0,4.0,10,6,1.0,2.0,1.0,11,6,0.5,1.0,3.0,11,7,0.25,1.0,4.0,11,7_major,1_minor,6_major,7_major
