note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
7,0.25,1.0,4.0,3,6,1.0,2.0,1.0,4,5,0.5,1.0,3.0,4,5,0.25,3.0,4.0,4,5_major,1_major,4_major,1_major
6,1.0,2.0,1.0,4,5,0.5,1.0,3.0,4,5,0.25,3.0,4.0,4,6,0.5,1.0,3.0,5,1_major,4_major,1_major,4_major
5,1.0,2.0,1.0,9,3,0.5,1.0,3.0,9,2,1.0,2.0,1.0,10,7,0.5,1.0,3.0,10,1_minor,4_major,1_minor,4_major
3,0.5,1.0,3.0,9,2,1.0,2.0,1.0,10,7,0.5,1.0,3.0,10,1,1.0,2.0,1.0,11,4_major,1_minor,4_major,1_minor
1,1.0,3.0,1.0,7,3,0.25,1.0,4.0,7,4,1.0,7.0,1.0,8,2,0.25,1.0,4.0,9,1_major,5_major,1_major,5_major
3,0.25,1.0,4.0,7,4,1.0,7.0,1.0,8,2,0.25,1.0,4.0,9,1,1.0,2.0,1.0,10,5_major,1_major,5_major,1_major
7,0.5,1.0,3.0,3,7,0.25,1.0,4.0,3,1,1.0,1.0,1.0,4,2,0.25,1.0,2.0,4,2_diminished,5_major,1_minor,4_minor
7,0.25,1.0,4.0,3,1,1.0,1.0,1.0,4,2,0.25,1.0,2.0,4,3,0.5,0.5,3.0,4,5_major,1_minor,4_minor,2_diminished
5,0.5,1.0,3.0,2,2,0.25,1.0,4.0,2,3,1.0,1.0,1.0,3,2,0.25,1.0,2.0,3,1_major,4_major,1_major,6_minor
2,0.25,1.0,4.0,2,3,1.0,1.0,1.0,3,2,0.25,1.0,2.0,3,1,0.5,1.0,3.0,3,4_major,1_major,6_minor,1_major
3,0.5,1.0,3.0,1,6,0.25,1.0,4.0,1,5,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,7_major,3_major,1_major,4_minor
6,0.25,1.0,4.0,1,5,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,4,0.5,1.0,3.0,2,3_major,1_major,4_minor,7_major
7,0.5,1.0,3.0,10,7,0.5,1.0,3.0,10,6,1.0,1.0,1.0,11,6,1.0,1.0,1.0,11,2_diminished,5_major,1_minor,4_minor
7,0.5,1.0,3.0,10,6,1.0,1.0,1.0,11,6,1.0,1.0,1.0,11,6,1.0,1.0,1.0,11,5_major,1_minor,4_minor,2_diminished
