note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
3,0.5,1.0,3.0,9,3,0.5,1.0,3.0,9,1,1.0,1.0,1.0,10,3,0.25,0.5,2.0,10,4_major,2_minor,1_major,6_minor
3,0.5,1.0,3.0,9,1,1.0,1.0,1.0,10,3,0.25,0.5,2.0,10,,0.125,0.5,2.5,10,2_minor,1_major,6_minor,1_major
3,0.5,0.5,3.0,1,2,0.125,0.5,4.5,1,1,1.0,2.0,1.0,2,1,0.5,1.0,3.0,2,1_minor,5_major,1_minor,2_diminished
2,0.125,0.5,4.5,1,1,1.0,2.0,1.0,2,1,0.5,1.0,3.0,2,1,0.5,0.5,3.0,2,5_major,1_minor,2_diminished,1_minor
3,0.25,1.0,4.0,6,2,1.0,2.0,1.0,7,7,0.5,1.0,3.0,7,3,0.25,3.0,4.0,7,6_major,1_minor,5_major,1_minor
2,1.0,2.0,1.0,7,7,0.5,1.0,3.0,7,3,0.25,3.0,4.0,7,7,0.5,1.0,3.0,8,1_minor,5_major,1_minor,5_major
4,0.5,2.0,3.0,10,6,0.25,1.0,2.0,11,4,0.5,1.0,3.0,11,4,0.5,2.0,3.0,11,1_major,4_major,5_major,1_major
6,0.25,1.0,2.0,11,4,0.5,1.0,3.0,11,4,0.5,2.0,3.0,11,5,0.25,1.0,2.0,12,4_major,5_major,1_major,4_major
4,0.5,3.5,3.0,28,2,0.125,0.5,2.5,29,3,0.5,3.5,3.0,29,1,0.125,0.5,2.5,30,1_major,2_minor,1_major,2_minor
2,0.125,0.5,2.5,29,3,0.5,3.5,3.0,29,1,0.125,0.5,2.5,30,7,0.5,15.5,3.0,30,2_minor,1_major,2_minor,1_major
7,0.5,1.0,3.0,1,5,0.25,1.0,4.0,1,6,1.0,1.0,1.0,2,7,0.25,1.0,2.0,2,6_minor,5_major,1_major,5_major
5,0.25,1.0,4.0,1,6,1.0,1.0,1.0,2,7,0.25,1.0,2.0,2,1,0.5,1.0,3.0,2,5_major,1_major,5_major,6_minor
7,0.125,0.5,3.5,5,6,0.25,1.0,4.0,5,6,1.0,0.5,1.0,6,5,0.125,0.5,1.5,6,2_minor,1_minor,5_major,6_minor
6,0.25,1.0,4.0,5,6,1.0,0.5,1.0,6,5,0.125,0.5,1.5,6,4,0.25,1.0,2.0,6,1_minor,5_major,6_minor,5_major
5,0.5,1.0,3.0,10,3,0.25,1.0,4.0,10,5,1.0,1.0,1.0,11,6,0.25,1.0,2.0,11,2_minor,3_major,1_major,4_major
3,0.25,1.0,4.0,10,5,1.0,1.0,1.0,11,6,0.25,1.0,2.0,11,5,0.5,1.0,3.0,11,3_major,1_major,4_major,2_minor
2,0.5,1.0,3.0,15,2,0.25,1.0,4.0,15,1,1.0,1.0,1.0,16,1,1.0,1.0,1.0,16,7_diminished,1_major,5_major,1_major
2,0.25,1.0,4.0,15,1,1.0,1.0,1.0,16,1,1.0,1.0,1.0,16,1,1.0,1.0,1.0,16,1_major,5_major,1_major,7_diminished
7,0.25,0.5,4.0,5,1,0.125,0.5,4.5,5,6,1.0,2.0,1.0,6,5,0.5,1.0,3.0,6,1_minor,3_major,1_minor,6_major
1,0.125,0.5,4.5,5,6,1.0,2.0,1.0,6,5,0.5,1.0,3.0,6,5,0.25,3.0,4.0,6,3_major,1_minor,6_major,1_minor
3,0.25,2.0,2.0,7,2,0.25,2.0,4.0,7,3,0.25,2.0,2.0,8,5,0.25,2.0,4.0,8,5_major,1_major,5_major,1_major
2,0.25,2.0,4.0,7,3,0.25,2.0,2.0,8,5,0.25,2.0,4.0,8,3,0.25,2.0,2.0,9,1_major,5_major,1_major,5_major
3,1.0,1.0,1.0,3,,0.25,1.0,2.0,3,5,0.5,1.0,3.0,3,3,0.25,1.0,4.0,3,1_minor,5_minor,4_minor,6_major
,0.25,1.0,2.0,3,5,0.5,1.0,3.0,3,3,0.25,1.0,4.0,3,6,1.0,1.0,1.0,4,5_minor,4_minor,6_major,1_minor
