note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
1,1.0,1.0,1.0,16,1,1.0,2.0,1.0,16,3,0.25,1.0,4.0,16,3,1.0,1.0,1.0,17,1_minor,6_major,5_major,1_minor
1,1.0,2.0,1.0,16,3,0.25,1.0,4.0,16,3,1.0,1.0,1.0,17,1,0.25,1.5,2.0,17,6_major,5_major,1_minor,6_major
3,0.25,2.0,4.0,2,2,0.25,1.0,2.0,3,1,0.5,1.0,3.0,3,2,0.25,2.0,4.0,3,1_minor,4_minor,2_minor,1_minor
2,0.25,1.0,2.0,3,1,0.5,1.0,3.0,3,2,0.25,2.0,4.0,3,7,1.0,1.0,1.0,4,4_minor,2_minor,1_minor,4_minor
3,1.0,1.0,1.0,8,3,1.0,1.0,1.0,8,2,0.25,1.0,4.0,8,2,1.0,1.0,1.0,9,4_major,2_minor,6_minor,1_major
3,1.0,1.0,1.0,8,2,0.25,1.0,4.0,8,2,1.0,1.0,1.0,9,2,0.25,1.0,2.0,9,2_minor,6_minor,1_major,4_major
5,0.25,1.0,2.0,8,6,0.5,1.0,3.0,8,7,0.25,1.0,4.0,8,1,1.0,1.0,1.0,9,3_major,6_major,3_major,1_minor
6,0.5,1.0,3.0,8,7,0.25,1.0,4.0,8,1,1.0,1.0,1.0,9,7,0.25,1.0,2.0,9,6_major,3_major,1_minor,3_major
5,1.0,2.0,1.0,2,6,0.5,1.0,3.0,2,7,1.0,2.0,1.0,3,7,0.5,1.0,3.0,3,1_major,5_major,1_major,5_major
6,0.5,1.0,3.0,2,7,1.0,2.0,1.0,3,7,0.5,1.0,3.0,3,1,1.0,2.0,1.0,4,5_major,1_major,5_major,1_major
2,0.5,1.0,3.0,5,1,0.25,2.0,4.0,5,7,1.0,1.0,1.0,6,6,0.5,1.0,3.0,6,4_minor,1_minor,1_major,4_minor
1,0.25,2.0,4.0,5,7,1.0,1.0,1.0,6,6,0.5,1.0,3.0,6,6,0.5,2.0,3.0,6,1_minor,1_major,4_minor,1_minor
3,1.0,1.0,1.0,1,4,0.25,1.0,2.0,1,5,0.5,1.0,3.0,1,5,0.25,1.0,4.0,1,1_major,4_major,3_minor,6_minor
4,0.25,1.0,2.0,1,5,0.5,1.0,3.0,1,5,0.25,1.0,4.0,1,4,1.0,1.0,1.0,2,4_major,3_minor,6_minor,1_major
5,0.5,1.0,3.0,7,,0.25,1.0,4.0,7,3,1.0,1.0,1.0,8,,0.25,1.0,2.0,8,1_minor,4_minor,1_minor,5_major
,0.25,1.0,4.0,7,3,1.0,1.0,1.0,8,,0.25,1.0,2.0,8,3,0.5,3.0,3.0,8,4_minor,1_minor,5_major,1_minor
1,0.5,1.0,3.0,1,2,0.25,1.0,4.0,1,3,1.0,1.0,1.0,2,4,0.25,1.0,2.0,2,6_minor,5_major,6_minor,3_major
2,0.25,1.0,4.0,1,3,1.0,1.0,1.0,2,4,0.25,1.0,2.0,2,5,0.5,1.0,3.0,2,5_major,6_minor,3_major,6_minor
6,0.5,2.0,3.0,6,5,0.25,2.0,2.0,7,7,0.25,2.0,4.0,7,3,0.25,2.0,2.0,8,1_minor,4_minor,1_minor,4_minor
5,0.25,2.0,2.0,7,7,0.25,2.0,4.0,7,3,0.25,2.0,2.0,8,1,0.25,3.0,4.0,8,4_minor,1_minor,4_minor,1_minor
