note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
6,0.5,1.0,3.0,7,2,0.25,1.0,4.0,7,2,1.0,1.0,1.0,8,,0.25,1.0,2.0,8,4_major,1_major,4_major,1_major
2,0.25,1.0,4.0,7,2,1.0,1.0,1.0,8,,0.25,1.0,2.0,8,2,0.5,1.0,3.0,8,1_major,4_major,1_major,2_minor
4,0.25,1.0,2.0,7,5,0.5,1.0,3.0,7,6,0.25,1.0,4.0,7,3,1.0,1.0,1.0,8,4_major,5_major,6_minor,1_major
5,0.5,1.0,3.0,7,6,0.25,1.0,4.0,7,3,1.0,1.0,1.0,8,,0.25,1.0,2.0,8,5_major,6_minor,1_major,4_major
1,0.25,2.0,4.0,0,7,0.25,1.0,2.0,1,6,0.5,1.0,3.0,1,5,0.25,1.0,4.0,1,1_major,6_minor,3_minor,4_major
7,0.25,1.0,2.0,1,6,0.5,1.0,3.0,1,5,0.25,1.0,4.0,1,1,1.0,1.0,1.0,2,6_minor,3_minor,4_major,1_major
1,0.25,1.0,4.0,7,2,1.0,0.5,1.0,8,1,0.125,0.5,1.5,8,7,0.25,1.0,2.0,8,6_major,4_minor,5_minor,4_minor
2,1.0,0.5,1.0,8,1,0.125,0.5,1.5,8,7,0.25,1.0,2.0,8,6,0.5,1.0,3.0,8,4_minor,5_minor,4_minor,3_major
1,0.5,1.0,3.0,6,5,0.25,1.0,4.0,6,6,1.0,1.0,1.0,7,5,0.25,1.0,2.0,7,1_major,4_major,1_major,4_major
5,0.25,1.0,4.0,6,6,1.0,1.0,1.0,7,5,0.25,1.0,2.0,7,4,0.5,1.0,3.0,7,4_major,1_major,4_major,1_major
2,0.5,1.0,3.0,9,3,0.25,2.0,4.0,9,1,1.0,1.0,1.0,10,7,0.5,1.0,3.0,10,7_diminished,1_major,4_major,7_diminished
3,0.25,2.0,4.0,9,1,1.0,1.0,1.0,10,7,0.5,1.0,3.0,10,5,0.25,2.0,4.0,10,1_major,4_major,7_diminished,1_major
