note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
2,0.5,3.0,3.0,3,1,1.0,1.0,1.0,4,1,1.0,3.0,1.0,4,5,0.25,1.0,2.0,5,1_major,2_minor,1_major,2_minor
1,1.0,1.0,1.0,4,1,1.0,3.0,1.0,4,5,0.25,1.0,2.0,5,5,0.5,3.0,3.0,5,2_minor,1_major,2_minor,1_major
1,1.0,2.0,1.0,1,3,0.5,1.0,3.0,1,2,0.25,1.0,4.0,1,5,1.0,2.0,1.0,2,1_minor,7_major,3_major,1_minor
3,0.5,1.0,3.0,1,2,0.25,1.0,4.0,1,5,1.0,2.0,1.0,2,3,0.5,1.0,3.0,2,7_major,3_major,1_minor,7_major
3,0.125,0.5,2.5,14,2,0.5,1.0,3.0,14,4,0.25,1.0,4.0,14,3,1.0,1.0,1.0,15,4_major,1_major,4_major,1_major
2,0.5,1.0,3.0,14,4,0.25,1.0,4.0,14,3,1.0,1.0,1.0,15,2,0.25,1.0,2.0,15,1_major,4_major,1_major,6_minor
2,1.0,2.0,1.0,3,1,0.5,1.0,3.0,3,1,0.25,1.0,4.0,3,7,1.0,0.5,1.0,4,1_major,4_major,2_minor,1_major
7,0.25,1.0,2.0,4,6,0.5,1.0,3.0,4,6,0.5,1.0,3.0,4,5,1.0,2.0,1.0,5,1_major,4_major,2_minor,1_major
3,0.25,2.0,2.0,6,2,0.25,1.0,4.0,6,1,1.0,3.0,1.0,7,5,0.25,1.0,4.0,7,1_major,5_major,1_major,5_major
2,0.25,1.0,4.0,6,1,1.0,3.0,1.0,7,5,0.25,1.0,4.0,7,1,1.0,3.0,1.0,8,5_major,1_major,5_major,1_major
,1.0,2.0,1.0,4,,0.5,1.0,3.0,4,6,1.0,2.0,1.0,5,7,0.5,1.0,3.0,5,1_minor,7_diminished,1_minor,7_diminished
,0.5,1.0,3.0,4,6,1.0,2.0,1.0,5,7,0.5,1.0,3.0,5,1,1.0,2.0,1.0,6,7_diminished,1_minor,7_diminished,1_minor
3,1.0,1.0,1.0,6,,0.25,1.0,2.0,6,5,0.5,1.0,3.0,6,5,0.25,1.0,4.0,6,6_minor,6_major,4_minor,3_minor
,0.25,1.0,2.0,6,5,0.5,1.0,3.0,6,5,0.25,1.0,4.0,6,5,1.0,1.0,1.0,7,6_major,4_minor,3_minor,6_minor
3,0.5,1.0,3.0,5,3,1.0,1.0,1.0,6,3,1.0,1.0,1.0,6,2,0.5,1.0,3.0,6,4_major,1_major,6_minor,4_major
