note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
1,1.0,2.0,1.0,23,2,0.5,1.0,3.0,23,3,1.0,2.0,1.0,24,5,0.5,1.0,3.0,24,1_major,5_major,1_major,5_major
2,0.5,1.0,3.0,23,3,1.0,2.0,1.0,24,5,0.5,1.0,3.0,24,7,1.0,2.0,1.0,25,5_major,1_major,5_major,1_major
1,0.5,1.0,3.0,20,7,0.25,1.0,4.0,20,1,1.0,1.0,1.0,21,7,0.25,1.0,2.0,21,6_minor,3_minor,1_major,5_major
7,0.25,1.0,4.0,20,1,1.0,1.0,1.0,21,7,0.25,1.0,2.0,21,6,0.5,1.0,3.0,21,3_minor,1_major,5_major,6_minor
2,0.25,1.0,2.0,5,1,0.5,1.0,3.0,5,1,0.25,2.0,4.0,5,4,0.25,1.0,2.0,6,4_major,5_major,1_major,4_major
1,0.5,1.0,3.0,5,1,0.25,2.0,4.0,5,4,0.25,1.0,2.0,6,3,0.5,1.0,3.0,6,5_major,1_major,4_major,5_major
2,0.5,1.0,3.0,1,1,0.25,1.0,4.0,1,7,1.0,1.0,1.0,2,7,1.0,1.0,1.0,2,4_minor,6_major,1_minor,5_minor
1,0.25,1.0,4.0,1,7,1.0,1.0,1.0,2,7,1.0,1.0,1.0,2,6,0.5,1.0,3.0,2,6_major,1_minor,5_minor,4_minor
3,1.0,3.0,1.0,15,5,0.25,1.0,4.0,15,1,1.0,3.0,1.0,16,3,0.25,1.0,4.0,16,1_major,5_major,1_major,5_major
5,0.25,1.0,4.0,15,1,1.0,3.0,1.0,16,3,0.25,1.0,4.0,16,4,1.0,3.0,1.0,17,5_major,1_major,5_major,1_major
2,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,3,0.5,1.0,3.0,2,,0.25,1.0,4.0,2,1_major,2_minor,5_major,6_minor
2,1.0,1.0,1.0,2,3,0.5,1.0,3.0,2,,0.25,1.0,4.0,2,5,1.0,1.0,1.0,3,2_minor,5_major,6_minor,1_major
1,1.0,3.0,1.0,7,6,0.25,1.0,4.0,7,5,1.0,4.5,1.0,8,4,0.125,0.5,1.5,9,1_major,4_major,1_major,5_major
6,0.25,1.0,4.0,7,5,1.0,4.5,1.0,8,4,0.125,0.5,1.5,9,5,0.25,2.0,2.0,9,4_major,1_major,5_major,1_major
3,0.25,1.0,2.0,14,1,0.5,0.5,3.0,14,7,0.125,0.5,3.5,14,7,0.25,0.5,4.0,14,1_minor,2_minor,5_major,1_minor
