note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
3,0.25,1.0,4.0,2,5,1.0,1.0,1.0,3,5,0.25,1.0,2.0,3,4,0.5,1.0,3.0,3,4_major,1_major,6_minor,1_major
5,1.0,1.0,1.0,3,5,0.25,1.0,2.0,3,4,0.5,1.0,3.0,3,3,0.25,1.0,4.0,3,1_major,6_minor,1_major,4_major
1,0.5,1.0,3.0,15,7,1.0,1.0,1.0,16,7,1.0,1.0,1.0,16,7,1.0,1.0,1.0,16,7_major,1_minor,3_major,7_major
7,1.0,1.0,1.0,16,7,1.0,1.0,1.0,16,7,1.0,1.0,1.0,16,7,1.0,1.0,1.0,17,1_minor,3_major,7_major,1_minor
7,1.0,2.0,1.0,17,3,0.5,1.0,3.0,17,6,1.0,2.0,1.0,18,1,0.5,1.0,3.0,18,1_minor,5_major,1_minor,5_major
3,0.5,1.0,3.0,17,6,1.0,2.0,1.0,18,1,0.5,1.0,3.0,18,7,1.0,2.0,1.0,19,5_major,1_minor,5_major,1_minor
2,0.25,2.0,2.0,15,2,0.5,1.0,3.0,15,1,1.0,1.0,1.0,16,1,1.0,2.0,1.0,16,6_major,5_major,1_minor,6_major
2,0.5,1.0,3.0,15,1,1.0,1.0,1.0,16,1,1.0,2.0,1.0,16,3,0.25,1.0,4.0,16,5_major,1_minor,6_major,5_major
6,0.5,1.0,3.0,1,3,0.25,1.0,4.0,1,3,1.0,1.0,1.0,2,1,0.25,1.0,2.0,2,7_diminished,1_minor,5_major,1_minor
3,0.25,1.0,4.0,1,3,1.0,1.0,1.0,2,1,0.25,1.0,2.0,2,7,0.5,1.0,3.0,2,1_minor,5_major,1_minor,7_diminished
3,1.0,1.0,1.0,13,3,0.5,1.0,2.0,13,3,0.5,1.0,3.0,13,4,1.0,1.0,1.0,14,1_major,6_minor,5_major,1_major
3,0.5,1.0,2.0,13,3,0.5,1.0,3.0,13,4,1.0,1.0,1.0,14,4,1.0,1.0,1.0,14,6_minor,5_major,1_major,6_minor
2,0.5,1.0,3.0,10,3,0.25,1.0,4.0,10,4,1.0,1.0,1.0,11,3,0.25,1.0,2.0,11,1_major,6_minor,1_major,5_major
3,0.25,1.0,4.0,10,4,1.0,1.0,1.0,11,3,0.25,1.0,2.0,11,2,0.5,1.0,3.0,11,6_minor,1_major,5_major,1_major
3,0.25,1.0,2.0,6,2,0.5,1.0,3.0,6,2,0.25,1.0,4.0,6,3,1.0,2.0,1.0,7,1_major,4_major,5_major,1_major
2,0.5,1.0,3.0,6,2,0.25,1.0,4.0,6,3,1.0,2.0,1.0,7,5,0.5,1.0,3.0,7,4_major,5_major,1_major,4_major
5,0.25,1.0,4.0,6,6,1.0,1.0,1.0,7,1,0.25,1.0,2.0,7,7,0.5,1.0,3.0,7,1_minor,5_major,1_minor,7_diminished
6,1.0,1.0,1.0,7,1,0.25,1.0,2.0,7,7,0.5,1.0,3.0,7,1,0.25,1.0,4.0,7,5_major,1_minor,7_diminished,1_minor
3,0.5,2.0,3.0,7,1,1.0,1.0,1.0,8,1,0.25,2.0,4.0,8,2,0.25,2.0,2.0,9,1_major,5_major,1_major,5_major
1,1.0,1.0,1.0,8,1,0.25,2.0,4.0,8,2,0.25,2.0,2.0,9,3,0.5,2.0,3.0,9,5_major,1_major,5_major,1_major
6,1.0,1.0,1.0,6,6,1.0,1.0,1.0,6,6,1.0,1.0,1.0,6,6,1.0,1.0,1.0,6,1_minor,5_minor,4_minor,6_major
6,1.0,1.0,1.0,6,6,1.0,1.0,1.0,6,6,1.0,1.0,1.0,6,3,1.0,1.0,1.0,7,5_minor,4_minor,6_major,1_minor
1,1.0,1.0,1.0,5,1,0.5,1.0,2.0,5,1,0.5,1.0,3.0,5,2,1.0,1.0,1.0,6,1_minor,3_major,7_major,1_minor
1,0.5,1.0,2.0,5,1,0.5,1.0,3.0,5,2,1.0,1.0,1.0,6,1,0.5,1.0,2.0,6,3_major,7_major,1_minor,3_major
