note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
7,0.25,1.0,4.0,13,6,1.0,1.0,1.0,14,6,1.0,1.0,1.0,14,7,0.5,1.0,3.0,14,4_major,1_major,4_major,1_major
6,1.0,1.0,1.0,14,6,1.0,1.0,1.0,14,7,0.5,1.0,3.0,14,3,0.25,1.0,4.0,14,1_major,4_major,1_major,4_major
7,0.25,1.0,2.0,6,6,0.5,1.0,3.0,6,6,0.25,1.0,4.0,6,1,1.0,1.0,1.0,7,4_minor,2_diminished,5_major,1_minor
6,0.5,1.0,3.0,6,6,0.25,1.0,4.0,6,1,1.0,1.0,1.0,7,1,0.25,1.0,2.0,7,2_diminished,5_major,1_minor,4_minor
2,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,3,0.5,1.0,3.0,2,7,0.25,1.0,4.0,2,1_major,4_major,1_major,4_major
2,1.0,1.0,1.0,2,3,0.5,1.0,3.0,2,7,0.25,1.0,4.0,2,1,1.0,1.0,1.0,3,4_major,1_major,4_major,1_major
1,1.0,1.0,1.0,9,1,0.25,1.0,2.0,9,7,0.5,1.0,3.0,9,5,0.25,1.0,4.0,9,1_major,5_major,6_minor,5_major
1,0.25,1.0,2.0,9,7,0.5,1.0,3.0,9,5,0.25,1.0,4.0,9,6,1.0,1.0,1.0,10,5_major,6_minor,5_major,1_major
3,0.25,1.0,2.0,6,1,0.5,1.0,3.0,6,6,0.25,1.0,4.0,6,7,1.0,1.0,1.0,7,7_major,3_major,4_minor,1_minor
1,0.5,1.0,3.0,6,6,0.25,1.0,4.0,6,7,1.0,1.0,1.0,7,1,0.25,1.0,2.0,7,3_major,4_minor,1_minor,7_major
,0.25,1.0,4.0,3,,1.0,2.0,1.0,4,6,0.5,1.0,3.0,4,7,0.25,3.0,4.0,4,5_major,1_minor,6_major,1_minor
,1.0,2.0,1.0,4,6,0.5,1.0,3.0,4,7,0.25,3.0,4.0,4,7,0.5,1.0,3.0,5,1_minor,6_major,1_minor,6_major
5,0.25,1.0,2.0,15,6,0.5,1.0,3.0,15,5,0.25,1.0,4.0,15,2,1.0,1.0,1.0,16,2_minor,5_major,6_minor,1_major
6,0.5,1.0,3.0,15,5,0.25,1.0,4.0,15,2,1.0,1.0,1.0,16,4,0.25,1.0,2.0,16,5_major,6_minor,1_major,2_minor
3,0.5,1.0,3.0,2,7,0.25,1.0,4.0,2,1,1.0,1.0,1.0,3,1,0.25,1.0,2.0,3,7_major,6_major,5_major,6_major
7,0.25,1.0,4.0,2,1,1.0,1.0,1.0,3,1,0.25,1.0,2.0,3,7,0.5,0.5,3.0,3,6_major,5_major,6_major,7_major
