song_id,length,raw_acc,vit_acc,raw_f1,vit_f1,raw_harm_loss,vit_harm_loss,raw_jaccard,vit_jaccard,raw_unlikely,vit_unlikely,acc_gain,f1_gain,harm_gain,jaccard_gain,smooth_gain
song_84.csv,54,0.4074074074074074,0.37037037037037035,0.3521454735740451,0.23803442374870945,0.10138454924297456,0.09117242611421328,0.1428571428571429,0.3571428571428571,3,1,-0.037037037037037035,-0.11411104982533563,0.010212123128761283,-0.2142857142857142,2
song_98.csv,14,0.5,0.5,0.25757575757575757,0.27056277056277056,0.1041088541327871,0.1082117943763549,0.5,0.4285714285714286,1,0,0.0,0.012987012987012991,-0.004102940243567804,0.0714285714285714,1
song_18.csv,44,0.36363636363636365,0.3409090909090909,0.2683028083028083,0.27909270216962523,0.1118870853934474,0.11234742655451563,0.3076923076923077,0.23076923076923073,5,1,-0.022727272727272763,0.010789893866816946,-0.0004603411610682312,0.07692307692307698,4
song_12.csv,24,0.5,0.4583333333333333,0.38001998001998005,0.2486111111111111,0.09613465475568032,0.11281437204355299,0.36363636363636365,0.5,4,1,-0.041666666666666685,-0.13140886890886896,-0.016679717287872667,-0.13636363636363635,3
song_71.csv,28,0.21428571428571427,0.25,0.18125,0.19038706391647567,0.09458671376483017,0.09126825503846517,0.33333333333333337,0.33333333333333337,0,0,0.035714285714285726,0.009137063916475674,0.003318458726365006,0.0,0
song_85.csv,68,0.38235294117647056,0.35294117647058826,0.288220091137863,0.2660224089635854,0.10368935764383103,0.0982836839751572,0.15384615384615385,0.23076923076923073,3,2,-0.029411764705882304,-0.02219768217427759,0.005405673668673824,-0.07692307692307687,1
song_78.csv,180,0.34444444444444444,0.3055555555555556,0.33647067742966,0.3270250373929304,0.09627632644006072,0.08916161475870472,0.0714285714285714,0.07692307692307687,9,1,-0.03888888888888886,-0.009445640036729652,0.007114711681355995,-0.005494505494505475,8
song_295.csv,28,0.39285714285714285,0.39285714285714285,0.41577866577866585,0.446081696081696,0.0941599666382489,0.086614144401813,0.18181818181818177,0.18181818181818177,2,1,0.0,0.030303030303030165,0.007545822236435892,0.0,1
song_243.csv,32,0.40625,0.46875,0.25930735930735926,0.2919191919191919,0.09707887217841116,0.10062941861003605,0.18181818181818177,0.36363636363636365,3,0,0.0625,0.03261183261183265,-0.0035505464316248903,-0.18181818181818188,3
song_46.csv,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.08330065863076122,0.08176090179136505,0.6666666666666667,0.6666666666666667,0,0,-0.16666666666666666,-0.09999999999999999,0.001539756839396167,0.0,0
song_8.csv,16,0.625,0.5,0.5634920634920635,0.4576719576719576,0.08234480150409215,0.08501910038528056,0.125,0.2222222222222222,1,0,-0.125,-0.10582010582010587,-0.0026742988811884055,-0.09722222222222221,1
song_76.csv,4,0.5,0.5,0.3333333333333333,0.3333333333333333,0.06190910809062741,0.057879446314407154,0.5,0.5,0,0,0.0,0.0,0.0040296617762202586,0.0,0
song_246.csv,8,0.625,0.625,0.4714285714285714,0.4944444444444444,0.15098612991640953,0.13193672303855833,0.4285714285714286,0.33333333333333337,1,0,0.0,0.02301587301587299,0.0190494068778512,0.09523809523809523,1
song_100.csv,32,0.3125,0.28125,0.22313797313797312,0.20866910866910865,0.13753220194586924,0.11335823292964464,0.23076923076923073,0.3076923076923077,3,1,-0.03125,-0.014468864468864473,0.024173969016224595,-0.07692307692307698,2
song_345.csv,58,0.41379310344827586,0.43103448275862066,0.38056900364592666,0.39927789332255836,0.09350730780656129,0.09946357458968522,0.23076923076923073,0.23076923076923073,7,1,0.017241379310344807,0.0187088896766317,-0.0059562667831239285,0.0,6
