song_id,length,is_minor,raw_acc,vit_acc,raw_f1,vit_f1,raw_harm_loss,vit_harm_loss,raw_unlikely,vit_unlikely,acc_gain,f1_gain,harm_gain,smooth_gain
song_295.csv,28,0,0.8928571428571429,0.9285714285714286,0.7924242424242424,0.9432506887052341,0.13284890476934375,0.0841946714185289,1,0,0.0357142857142857,0.15082644628099173,0.04865423335081484,1
song_243.csv,32,0,0.75,0.71875,0.552851396969044,0.4166666666666667,0.08645869752491037,0.0984394674455091,1,1,-0.03125,-0.13618473030237727,-0.011980769920598738,0
song_46.csv,6,1,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.023960947908275975,0.023960947908275975,0,0,0.0,0.0,0.0,0
song_8.csv,16,0,0.875,0.875,0.7222222222222222,0.7222222222222222,0.12887714817556425,0.12887714817556425,0,0,0.0,0.0,0.0,0
song_76.csv,4,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0
song_246.csv,8,0,0.875,0.75,0.7142857142857143,0.5833333333333333,0.12809948119049644,0.10116211254573357,0,0,-0.125,-0.13095238095238104,0.02693736864476287,0
song_100.csv,32,0,0.90625,0.875,0.851981351981352,0.8282051282051281,0.08376537111028677,0.10327093319991892,0,0,-0.03125,-0.023776223776223904,-0.019505562089632153,0
song_345.csv,58,0,0.896551724137931,0.9310344827586207,0.8496947496947497,0.8925326135852452,0.07695242235769356,0.10378601112469771,1,1,0.03448275862068961,0.04283786389049549,-0.026833588767004146,0
song_313.csv,22,1,0.9545454545454546,0.9545454545454546,0.9571428571428572,0.9571428571428572,0.08978797262208715,0.08978797262208715,0,0,0.0,0.0,0.0,0
song_186.csv,30,1,0.9666666666666667,0.9666666666666667,0.9614325068870524,0.9735537190082646,0.10237641784652571,0.13470636447268386,0,0,0.0,0.0121212121212122,-0.03232994662615815,0
song_297.csv,6,0,1.0,0.8333333333333334,1.0,0.8222222222222223,0.0,0.09343602183297962,0,0,-0.16666666666666663,-0.1777777777777777,-0.09343602183297962,0
song_159.csv,8,1,0.875,0.75,0.7777777777777777,0.6888888888888888,0.09784729617452767,0.10143001473619492,0,0,-0.125,-0.0888888888888889,-0.003582718561667253,0
song_83.csv,22,1,0.8636363636363636,0.8636363636363636,0.7777777777777778,0.8703703703703703,0.07517841035772908,0.07321220389390852,1,0,0.0,0.09259259259259256,0.0019662064638205634,1
song_57.csv,82,1,0.8536585365853658,0.8414634146341463,0.7573667073667073,0.7378157593917444,0.07776981786619196,0.0772757898809809,1,1,-0.012195121951219523,-0.01955094797496293,0.0004940279852110596,0
song_277.csv,16,0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0
song_284.csv,92,1,0.8913043478260869,0.8695652173913043,0.856353048660741,0.8677781732437604,0.08621700298548307,0.09975769698139587,0,0,-0.021739130434782594,0.011425124583019364,-0.013540693995912803,0
song_117.csv,10,0,0.8,0.8,0.6,0.6296296296296295,0.1010168667317302,0.07821529798402525,0,0,0.0,0.02962962962962956,0.022801568747704948,0
song_333.csv,82,1,0.8170731707317073,0.8048780487804879,0.7245762519054443,0.7690934065934065,0.1034581384532008,0.08427498548090392,0,0,-0.012195121951219412,0.044517154687962246,0.019183152972296877,0
song_225.csv,34,1,0.7941176470588235,0.8235294117647058,0.7300505050505052,0.7230769230769233,0.11174345290208863,0.10482035741597752,0,0,0.02941176470588236,-0.006973581973581888,0.006923095486111114,0
song_303.csv,20,0,0.95,0.95,0.95,0.95,0.0465474258504634,0.0465474258504634,1,1,0.0,0.0,0.0,0
